# energy(eV) alpha
5.349499999999999922e+00 2.605746264986896765e+00
5.368599999999999817e+00 2.561977835279764637e+00
5.387699999999999712e+00 2.546110995926809561e+00
5.406799999999999606e+00 2.538670724659198186e+00
5.425900000000000389e+00 2.541374635533176995e+00
5.445000000000000284e+00 2.558442779372109843e+00
5.464100000000000179e+00 2.562418317326416783e+00
5.483200000000000074e+00 2.533212462625896944e+00
5.502299999999999969e+00 2.519615603794607139e+00
5.521499999999999631e+00 2.525135311592665577e+00
5.540600000000000414e+00 2.520668021705383399e+00
5.559700000000000308e+00 2.508075856332213860e+00
5.578800000000000203e+00 2.493877536977277654e+00
5.597900000000000098e+00 2.491595617816204644e+00
5.616999999999999993e+00 2.480009526880951665e+00
5.636099999999999888e+00 2.480982722042052391e+00
5.655199999999999783e+00 2.492891493725068575e+00
5.674299999999999677e+00 2.486306766126276546e+00
5.693399999999999572e+00 2.470949867444476311e+00
5.712500000000000355e+00 2.440146246511518680e+00
5.731600000000000250e+00 2.404584567047460819e+00
5.750700000000000145e+00 2.404633694368448094e+00
5.769800000000000040e+00 2.406926178975586250e+00
5.788899999999999935e+00 2.383483532478995137e+00
5.807999999999999829e+00 2.370019458347427221e+00
5.827099999999999724e+00 2.347501094619058204e+00
5.846199999999999619e+00 2.325755888212884592e+00
5.865300000000000402e+00 2.304172326181260999e+00
5.884500000000000064e+00 2.302230579740791594e+00
5.903599999999999959e+00 2.303851016052233636e+00
5.922699999999999854e+00 2.321269559121033055e+00
5.941799999999999748e+00 2.294675326201123244e+00
5.960899999999999643e+00 2.271824456970862549e+00
5.980000000000000426e+00 2.246107250679351353e+00
5.999100000000000321e+00 2.236103777183267471e+00
6.018200000000000216e+00 2.237377988905465021e+00
6.037300000000000111e+00 2.243073610266150375e+00
6.056400000000000006e+00 2.254302255716315262e+00
6.075499999999999901e+00 2.268188841417923651e+00
6.094599999999999795e+00 2.266730670064930120e+00
6.113699999999999690e+00 2.251061174771700646e+00
6.132799999999999585e+00 2.247488640765548329e+00
6.151900000000000368e+00 2.233879747998780640e+00
6.171000000000000263e+00 2.232076714927196281e+00
6.190100000000000158e+00 2.243662535141894843e+00
6.209200000000000053e+00 2.259630111971085320e+00
6.228299999999999947e+00 2.259687121026710432e+00
6.247499999999999609e+00 2.237510513267809031e+00
6.266600000000000392e+00 2.218922493650487660e+00
6.285700000000000287e+00 2.205981332332090261e+00
6.304800000000000182e+00 2.199531070310883241e+00
6.323900000000000077e+00 2.184499793980554383e+00
6.342999999999999972e+00 2.178423931935529634e+00
6.362099999999999866e+00 2.187622077893776495e+00
6.381199999999999761e+00 2.198817772770337964e+00
6.400299999999999656e+00 2.159447473116212546e+00
6.419400000000000439e+00 2.142064018974454420e+00
6.438500000000000334e+00 2.154913288449710418e+00
6.457600000000000229e+00 2.189119995545649289e+00
6.476700000000000124e+00 2.213653111389206618e+00
6.495800000000000018e+00 2.229705413244556844e+00
6.514899999999999913e+00 2.230853456036264060e+00
6.533999999999999808e+00 2.267242124721094321e+00
6.553099999999999703e+00 2.164045356314185931e+00
6.572199999999999598e+00 2.129012776174006305e+00
6.591400000000000148e+00 2.120669316945664740e+00
6.610500000000000043e+00 2.098920096561862625e+00
6.629599999999999937e+00 2.062106251568617932e+00
